"","ppt_id","Motives.Feeling","Motives.Exciting","Motives.High","Motives.Fun","Motives.Good","PGSI.Afford","PGSI.Excitement","PGSI.WinBack","PGSI.Borrowed","PGSI.Problem","PGSI.Health","PGSI.Criticised","PGSI.Financial","PGSI.Guilty"
"948","P0621","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"949","P0427","Often","Often","Sometimes","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"950","P1572","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Sometimes"
"951","P0003","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"952","P1200","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"953","P1363","Sometimes","Always","Sometimes","Always","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"954","P0474","Often","Often","Often","Always","Often","Sometimes","Sometimes","MostTime","Sometimes","Always","Sometimes","MostTime","Never","Always"
"955","P1323","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"956","P1795","Always","Often","Often","Always","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"957","P1052","Sometimes","Often","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"958","P0821","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"959","P0367","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"960","P0932","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"961","P0760","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"962","P0444","Sometimes","Often","Often","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never"
"963","P0825","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"964","P0020","Always","Always","Often","Always","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"965","P1410","Sometimes","Sometimes","Sometimes","Often","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"966","P0610","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"967","P1134","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"968","P1722","Sometimes","Often","Often","Sometimes","Sometimes","Never","Sometimes","MostTime","Never","Sometimes","Sometimes","Sometimes","Never","Never"
"969","P0891","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"970","P1480","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"971","P1360","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"972","P0827","Sometimes","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"973","P1003","Sometimes","Often","Sometimes","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"974","P0916","Sometimes","Often","Never","Often","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes"
"975","P0828","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"976","P0914","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"977","P1237","Often","Often","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"978","P1195","Often","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"979","P0334","Often","Often","Often","Often","Often","Never","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"980","P1648","Often","Always","Always","Always","Often","MostTime","Never","Sometimes","Never","Sometimes","Sometimes","MostTime","Never","Sometimes"
"981","P1263","Often","Always","Often","Always","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"982","P1223","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"983","P1005","Often","Often","Often","Often","Often","Never","Never","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"984","P1182","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"985","P0925","Sometimes","Often","Sometimes","Always","Never","Never","Never","MostTime","Never","Never","Sometimes","Never","Never","Never"
"986","P1067","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"987","P0171","Often","Often","Often","Always","Often","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never"
"988","P1266","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"989","P1359","Never","Always","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Always"
"990","P1498","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"991","P1662","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"992","P0534","Sometimes","Never","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"993","P0833","Sometimes","Always","Always","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"994","P1743","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Sometimes","Never","Never","Sometimes","MostTime","Never","Never"
"995","P1642","Sometimes","Always","Sometimes","Always","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Sometimes"
"996","P1236","Always","Always","Never","Always","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"997","P0633","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"998","P1108","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"999","P0390","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1000","P0836","Often","Often","Often","Often","Often","Sometimes","Sometimes","MostTime","Sometimes","MostTime","MostTime","Sometimes","Always","MostTime"
"1001","P0906","Often","Often","Often","Often","Sometimes","Never","Never","MostTime","Never","Never","Never","Never","Never","Sometimes"
"1002","P1247","Always","Always","Always","Always","Always","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never"
"1003","P0197","Sometimes","Often","Often","Often","Often","Sometimes","MostTime","MostTime","MostTime","Sometimes","MostTime","Never","Always","MostTime"
"1004","P1553","Sometimes","Sometimes","Never","Often","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1005","P1110","Often","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1006","P0870","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1007","P0059","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1008","P1239","Sometimes","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1009","P0783","Sometimes","Often","Sometimes","Often","Never","Never","Never","Never","Never","Sometimes","Sometimes","Never","Never","Never"
"1010","P1241","Sometimes","Often","Often","Sometimes","Often","Never","Never","MostTime","Never","Never","Never","Never","Never","Sometimes"
"1011","P1749","Always","Always","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1012","P1385","Always","Often","Sometimes","Always","Often","Never","Never","Never","Never","Never","Never","MostTime","Never","Never"
"1013","P0995","Never","Sometimes","Always","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1014","P0449","Always","Often","Often","Sometimes","Often","Never","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes"
"1015","P1463","Often","Sometimes","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Sometimes","Never","Sometimes"
"1016","P0189","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1017","P0112","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1018","P1309","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1019","P1481","Sometimes","Often","Always","Often","Often","Always","Always","Always","Always","Always","Always","Always","Always","Always"
"1020","P0435","Always","Always","Always","Sometimes","Often","MostTime","MostTime","Always","Never","Sometimes","Sometimes","MostTime","Sometimes","Always"
"1021","P1112","Sometimes","Often","Sometimes","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1022","P1079","Never","Never","Never","Never","Never","Never","Never","Never","Never","MostTime","Never","Never","Never","Sometimes"
"1023","P1419","Sometimes","Often","Often","Sometimes","Never","Never","MostTime","Never","Never","Never","Never","Never","Never","Never"
"1024","P1635","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1025","P0922","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never"
"1026","P0487","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1027","P0511","Always","Often","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1028","P1692","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1029","P1245","Always","Always","Always","Always","Always","MostTime","MostTime","Always","Sometimes","MostTime","MostTime","MostTime","Sometimes","MostTime"
"1030","P1745","Often","Often","Sometimes","Always","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"1031","P0705","Always","Always","Always","Always","Always","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"1032","P0499","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1033","P0935","Often","Always","Often","Sometimes","Never","Always","MostTime","Always","Sometimes","Always","MostTime","Sometimes","Always","Always"
"1034","P1571","Sometimes","Sometimes","Never","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1035","P0950","Sometimes","Often","Sometimes","Often","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes"
"1036","P0798","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1037","P1759","Sometimes","Often","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1038","P0618","Often","Often","Sometimes","Often","Sometimes","Sometimes","Never","MostTime","Never","MostTime","MostTime","Sometimes","Never","MostTime"
