"","ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"188","P0949",7,"16:37:11",3.4,-0.1,0.2,3.5,1.03,18,1
"189","P0915",5,"16:37:35",2.3,-1,0.4,1.7,0.39,30,5
"190","P0949",8,"16:37:23",3.5,-0.1,0.2,3.6,1.03,18,1
"191","P0949",9,"16:37:35",3.6,-0.1,0.2,3.7,1.03,18,1
"192","P0915",6,"16:37:58",1.7,-1,1.5,2.2,0.53,24,6
"193","P0949",10,"16:37:46",3.7,-0.1,0,3.6,1.03,18,1
"194","P0949",11,"16:37:59",3.6,-0.2,0,3.4,1.03,18,2
"195","P0949",12,"16:38:13",3.4,-0.4,0.8,3.8,1.03,18,2
"196","P0915",7,"16:38:39",2.2,-0.2,0.3,2.3,10.28,12,2
"197","P0949",13,"16:38:40",3.8,-0.1,0.2,3.9,1.03,18,1
"198","P0915",8,"16:39:03",2.3,-0.2,0.4,2.5,0.53,27,2
"199","P0949",14,"16:38:55",3.9,-0.1,0,3.8,1.03,18,1
"200","P0949",15,"16:39:09",3.8,-0.2,0.4,4,1.03,18,2
"201","P0915",9,"16:39:32",2.5,-0.2,0.3,2.6,0.28,30,2
"202","P0501",1,"16:39:50",3,-0.5,1,3.5,1.03,18,1
"203","P0915",10,"16:39:51",2.6,-0.4,0,2.2,0.53,24,4
"204","P0949",16,"16:39:35",4,-0.1,0.2,4.1,1.03,18,1
"205","P0949",17,"16:39:46",4.1,-0.1,0,4,1.03,18,1
"206","P0915",11,"16:40:05",2.2,-1,1.5,2.7,0.53,24,2
"207","P0949",18,"16:39:59",4,-0.2,0.4,4.2,1.03,18,2
"208","P0501",2,"16:40:21",3.5,-1,2,4.5,1.03,18,1
"209","P0915",12,"16:40:27",2.7,-0.2,0,2.5,2.03,12,1
"210","P0501",3,"16:40:33",4.5,-0.5,0,4,1.03,18,1
"211","P0949",19,"16:40:16",4.2,-0.1,0,4.1,1.03,18,1
"212","P0949",20,"16:40:29",4.1,-0.2,0,3.9,1.03,18,2
"213","P0949",21,"16:40:41",3.9,-0.2,0.4,4.1,1.03,18,2
"214","P0270",1,"16:41:16",3,-0.1,0.2,3.1,1.03,18,1
"215","P0949",22,"16:41:10",4.1,-0.1,0.2,4.2,1.03,18,1
"216","P0270",2,"16:41:35",3.1,-0.5,0,2.6,1.03,18,1
"217","P0949",23,"16:42:56",4.2,-0.1,0,4.1,1.03,18,1
"218","P0949",24,"16:43:07",4.1,-0.2,0,3.9,1.03,18,2
"219","P0949",25,"16:43:22",3.9,-0.4,0,3.5,1.03,18,2
"220","P0949",26,"16:43:35",3.5,-0.8,1.6,4.3,1.03,18,4
"221","P0949",27,"16:44:03",4.3,-0.1,0,4.2,1.03,18,1
"222","P0949",28,"16:44:14",4.2,-0.2,0.4,4.4,1.03,18,2
"223","P0949",29,"16:44:28",4.4,-0.1,0.2,4.5,1.03,18,1
"224","P0949",30,"16:44:43",4.5,-0.1,0,4.4,1.03,18,1
"225","P0949",31,"16:44:55",4.4,-0.2,0,4.2,1.03,18,2
"226","P0949",32,"16:45:08",4.2,-0.4,0.8,4.6,1.03,18,2
"227","P0590",1,"16:45:48",3,-1,0,2,8.03,4,10
"228","P0590",2,"16:46:01",2,-1,0,1,8.03,4,10
"229","P0949",33,"16:45:54",4.6,-0.1,0,4.5,1.03,18,1
"230","P0949",34,"16:46:05",4.5,-0.2,0,4.3,1.03,18,2
"231","P0590",3,"16:46:24",1,-1,0,0,6.5,7,10
"232","P0949",35,"16:46:17",4.3,-0.4,0.8,4.7,1.03,18,2
"233","P0949",36,"16:46:44",4.7,-0.1,0,4.6,1.03,18,1
"234","P0949",37,"16:46:56",4.6,-0.2,0.4,4.8,1.03,18,2
"235","P1484",1,"16:47:26",3,-0.5,1,3.5,1.03,18,1
"236","P0949",38,"16:47:10",4.8,-0.1,0,4.7,1.03,18,1
"237","P0949",39,"16:47:22",4.7,-0.2,0.4,4.9,1.03,18,2
"238","P1484",2,"16:47:46",3.5,-0.5,0,3,1.03,18,1
"239","P0949",40,"16:47:35",4.9,-0.1,0,4.8,1.03,18,1
"240","P1484",3,"16:47:56",3,-0.5,0,2.5,1.03,18,1
"241","P0949",41,"16:47:48",4.8,-0.2,0.4,5,1.03,18,2
"242","P1484",4,"16:48:15",2.5,-0.5,0,2,1.03,18,1
"243","P1484",5,"16:48:25",2,-1,0,1,1.03,18,1
"244","P1484",6,"16:48:37",1,-1,2,2,1.03,18,1
"245","P1484",7,"16:48:49",2,-0.2,0,1.8,1.03,18,1
"246","P1484",8,"16:49:01",1.8,-0.2,0,1.6,1.03,18,1
"247","P1484",9,"16:49:13",1.6,-0.1,0,1.5,1.03,18,1
"248","P0252",1,"16:49:25",3,-1,1.5,3.5,0.53,24,2
"249","P0252",2,"16:49:45",3.5,-1,0,2.5,0.53,24,2
"250","P0252",3,"16:49:57",2.5,-1,1.5,3,0.53,24,2
"251","P0867",1,"16:51:17",3,-0.5,1,3.5,1.03,18,1
"252","P0867",2,"16:51:33",3.5,-1,0,2.5,1.03,18,1
"253","P0867",3,"16:51:53",2.5,-1,3,4.5,2.03,12,1
"254","P0867",4,"16:52:10",4.5,-0.5,0,4,1.03,18,1
"255","P0867",5,"16:52:27",4,-1,2,5,1.03,18,1
"256","P0867",6,"16:52:41",5,-1,2,6,1.03,18,1
"257","P0867",7,"16:52:57",6,-1,0,5,2.03,12,1
"258","P1569",1,"16:53:03",3,-1,2,4,1.03,18,10
"259","P1569",2,"16:53:21",4,-1,0,3,1.03,18,10
"260","P1569",3,"16:53:38",3,-1,0,2,1.03,18,10
"261","P1569",4,"16:53:50",2,-1,0,1,1.03,18,10
"262","P1569",5,"16:54:01",1,-1,0,0,1.03,18,10
"263","P1018",1,"16:55:17",3,-1,1.8,3.8,4.07,11,10
"264","P1018",2,"16:55:49",3.8,-0.8,0,3,3.25,11,8
"265","P1018",3,"16:56:10",3,-1,3.6,5.6,3.17,9,10
"266","P1018",4,"16:56:45",5.6,-1,1.8,6.4,7.31,7,10
"267","P0169",1,"16:55:33",3,-1,0,2,0.53,24,2
"268","P1018",5,"16:57:06",6.4,-1,3.6,9,4.61,11,10
"269","P0169",2,"16:55:48",2,-1,1.5,2.5,0.53,24,2
"270","P0169",3,"16:56:02",2.5,-1,1.5,3,0.53,24,2
"271","P1018",6,"16:57:27",9,-1,3.6,11.6,6.59,8,10
"272","P0364",1,"16:57:39",3,-0.5,1,3.5,1.03,18,1
"273","P1018",7,"16:57:45",11.6,-1,0,10.6,8.93,5,10
"274","P0364",2,"16:57:52",3.5,-0.5,1,4,1.03,18,1
"275","P1018",8,"16:58:01",10.6,-0.6,0,10,6.03,6,6
"276","P0169",4,"16:56:39",3,-1,2,4,1.03,18,1
"277","P1018",9,"16:58:14",10,-1,0,9,17.03,2,2
"278","P1018",10,"16:58:34",9,-1,0,8,17.03,2,2
"279","P1753",1,"17:00:29",3,-1,2,4,1.03,18,1
"280","P1753",2,"17:00:47",4,-1,2,5,1.03,18,1
"281","P0869",1,"17:01:18",3,-0.3,0,2.7,11.03,3,3
"282","P1753",3,"17:01:32",5,-1,0,4,1.03,18,1
"283","P1050",1,"17:01:42",3,-0.2,0.4,3.2,1.03,18,1
"284","P1525",1,"17:01:43",3,-0.1,0,2.9,1.03,18,1
"285","P0869",2,"17:01:47",2.7,-1,0,1.7,2.45,11,10
"286","P0869",3,"17:01:58",1.7,-1,0,0.7,1.03,18,1
"287","P1050",2,"17:02:09",3.2,-0.4,0.4,3.2,0.78,24,2
"288","P0869",4,"17:02:08",0.7,-0.5,0,0.2,1.03,18,1
"289","P0869",5,"17:02:19",0.2,-0.2,0.4,0.4,1.03,18,1
"290","P1525",2,"17:02:28",2.9,-0.2,0,2.7,1.03,18,1
"291","P0869",6,"17:02:30",0.4,-0.2,0.4,0.6,1.03,18,1
"292","P0869",7,"17:02:55",0.6,-0.2,0.6,1,2.03,12,1
"293","P1050",3,"17:03:00",3.2,-0.4,0.4,3.2,0.47,28,2
"294","P0869",8,"17:03:05",1,-0.2,0.6,1.4,2.03,12,1
"295","P1525",3,"17:03:14",2.7,-0.4,0,2.3,1.03,18,2
"296","P0869",9,"17:03:15",1.4,-0.2,0,1.2,2.03,12,1
"297","P0869",10,"17:03:28",1.2,-0.2,0,1,1.03,18,1
"298","P1050",4,"17:03:32",3.2,-0.2,0.3,3.3,0.78,24,2
"299","P1050",5,"17:03:53",3.3,-0.2,0.4,3.5,1.03,18,1
"300","P1525",4,"17:04:09",2.3,-0.8,0,1.5,1.03,18,4
"301","P1050",6,"17:04:28",3.5,-0.2,0,3.3,1.03,18,1
"302","P1050",7,"17:05:09",3.3,-0.2,0.4,3.5,1.03,18,1
"303","P0670",1,"17:06:49",3,-1,2,4,1.03,18,1
"304","P0670",2,"17:07:01",4,-1,0,3,1.03,18,1
"305","P0670",3,"17:07:12",3,-1,0,2,1.03,18,1
"306","P0670",4,"17:07:23",2,-1,0,1,1.03,18,1
"307","P1522",1,"17:07:33",3,-1,1.2,3.2,0.11,36,5
"308","P0670",5,"17:07:34",1,-1,0,0,1.03,18,1
"309","P1522",2,"17:08:14",3.2,-1,1.2,3.4,0.11,36,5
"310","P1522",3,"17:08:56",3.4,-1,1.2,3.6,0.11,36,5
"311","P1522",4,"17:09:45",3.6,-0.9,0,2.7,0.55,30,3
"312","P1522",5,"17:10:51",2.7,-1,0.9,2.6,0.17,36,10
"313","P0629",1,"17:12:15",3,-0.1,0,2.9,1.03,18,1
"314","P0629",2,"17:12:26",2.9,-0.2,0,2.7,1.03,18,2
"315","P0202",1,"17:12:35",3,-0.6,0,2.4,25.03,2,2
"316","P0629",3,"17:12:39",2.7,-0.4,0.8,3.1,1.03,18,4
"317","P0629",4,"17:12:50",3.1,-0.1,0,3,1.03,18,1
"318","P0202",2,"17:12:50",2.4,-1,0,1.4,1.03,18,2
"319","P0629",5,"17:13:01",3,-0.2,0,2.8,1.03,18,2
"320","P0202",3,"17:13:04",1.4,-0.4,0.8,1.8,1.03,18,2
"321","P0629",6,"17:13:14",2.8,-0.4,0,2.4,1.03,18,4
"322","P0202",4,"17:13:22",1.8,-0.9,1,1.9,0.04,36,3
"323","P0629",7,"17:13:26",2.4,-0.8,0,1.6,1.03,18,8
"324","P0202",5,"17:13:36",1.9,-0.7,0.4,1.6,0.21,36,2
"325","P0629",8,"17:13:42",1.6,-1,0,0.6,1.03,18,1
"326","P1253",1,"17:13:42",3,-0.2,0,2.8,1.03,18,1
"327","P0202",6,"17:13:49",1.6,-0.4,0.8,2,1.03,18,2
"328","P1253",2,"17:13:56",2.8,-0.2,0,2.6,1.03,18,1
"329","P0629",9,"17:13:57",0.6,-0.6,0,0,1.03,18,2
"330","P0202",7,"17:14:13",2,-0.6,0,1.4,0.69,24,3
"331","P0202",8,"17:14:36",1.4,-0.8,0,0.6,0.21,36,4
"332","P0202",9,"17:14:53",0.6,-0.4,0.8,1,1.03,18,2
"333","P0202",10,"17:15:06",1,-0.6,0,0.4,1.03,18,3
"334","P0202",11,"17:15:16",0.4,-0.4,0.8,0.8,1.03,18,2
"335","P0202",12,"17:15:29",0.8,-0.4,0,0.4,1.03,18,2
"336","P0940",1,"17:15:36",3,-1,0.9,2.9,2.36,16,10
"337","P0202",13,"17:15:39",0.4,-0.4,0.8,0.8,1.03,18,2
"338","P0202",14,"17:15:55",0.8,-0.4,0,0.4,1.03,18,2
"339","P0940",2,"17:15:57",2.9,-0.9,0,2,3.03,9,9
"340","P0202",15,"17:16:07",0.4,-0.4,0,0,1.03,18,2
"341","P0940",3,"17:16:40",2,-1,0.3,1.3,2.42,19,10
"342","P0940",4,"17:17:24",1.3,-1,1.5,1.8,2.48,14,10
"343","P0371",1,"17:17:33",3,-1,2,4,1.03,18,10
"344","P0940",5,"17:17:48",1.8,-0.8,0,1,2.12,19,8
"345","P0940",6,"17:18:05",1,-1,1,1,0.78,24,2
"346","P0940",7,"17:18:16",1,-1,0,0,0.78,24,2
"347","P0834",1,"17:21:11",3,-0.5,0,2.5,1.03,18,1
"348","P0834",2,"17:21:28",2.5,-0.5,0,2,2.03,12,1
"349","P0847",1,"17:21:31",3,-1,2,4,1.03,18,10
"350","P0834",3,"17:21:40",2,-0.5,1,2.5,1.03,18,1
"351","P0834",4,"17:21:50",2.5,-0.5,1,3,1.03,18,1
"352","P0071",1,"17:22:50",3,-1,2,4,1.03,18,1
"353","P0173",1,"17:23:29",3,-0.8,1,3.2,0.51,28,8
"354","P0071",2,"17:23:08",4,-1,0,3,1.03,18,1
"355","P0071",3,"17:23:18",3,-1,0,2,1.03,18,1
"356","P0173",2,"17:23:49",3.2,-0.5,0,2.7,1.03,18,5
"357","P0173",3,"17:24:04",2.7,-0.2,0,2.5,1.03,18,2
"358","P0173",4,"17:24:19",2.5,-0.1,0,2.4,2.03,12,1
"359","P0071",4,"17:24:04",2,-0.5,0,1.5,1.03,18,1
"360","P0173",5,"17:24:32",2.4,-0.2,0,2.2,1.03,18,2
"361","P0071",5,"17:24:23",1.5,-1,1.5,2,0.78,24,2
"362","P0173",6,"17:24:56",2.2,-0.1,0.2,2.3,1.03,18,1
"363","P0071",6,"17:24:36",2,-1,0,1,0.47,28,2
"364","P0071",7,"17:24:46",1,-1,0,0,0.58,26,2
"365","P0173",7,"17:25:10",2.3,-0.3,0.6,2.6,1.03,18,3
"366","P0173",8,"17:25:27",2.6,-0.1,0,2.5,1.03,18,1
"367","P1608",1,"17:25:52",3,-0.5,0,2.5,1.03,18,1
"368","P0908",1,"17:25:54",3,-0.4,0,2.6,2.03,12,4
"369","P1608",2,"17:26:12",2.5,-0.5,1,3,1.03,18,1
"370","P1608",3,"17:26:28",3,-0.5,0,2.5,1.03,18,1
"371","P1608",4,"17:26:44",2.5,-0.5,1,3,1.03,18,1
"372","P1608",5,"17:26:58",3,-0.5,0,2.5,1.03,18,1
"373","P1608",6,"17:27:11",2.5,-1,0,1.5,1.03,18,1
"374","P1608",7,"17:27:23",1.5,-1,2,2.5,1.03,18,1
"375","P1608",8,"17:27:43",2.5,-1,2,3.5,1.03,18,1
"376","P1608",9,"17:27:58",3.5,-1,0,2.5,1.03,18,1
"377","P1608",10,"17:28:17",2.5,-1,0,1.5,2.03,12,1
"378","P1608",11,"17:28:28",1.5,-1,3,3.5,2.03,12,1
"379","P1608",12,"17:28:41",3.5,-1,0,2.5,2.03,12,1
"380","P1608",13,"17:28:52",2.5,-1,3,4.5,2.03,12,1
"381","P1608",14,"17:29:03",4.5,-1,0,3.5,2.03,12,1
"382","P1608",15,"17:29:14",3.5,-1,0,2.5,2.03,12,1
"383","P0970",1,"17:29:21",3,-1,0,2,1.03,18,1
"384","P1608",16,"17:29:26",2.5,-1,0,1.5,2.03,12,1
"385","P1608",17,"17:29:36",1.5,-1,0,0.5,2.03,12,1
"386","P1608",18,"17:29:49",0.5,-0.5,0,0,1.03,18,1
"387","P1626",1,"17:31:21",3,-0.1,0,2.9,1.03,18,1
"388","P0349",1,"17:31:18",3,-0.2,0.4,3.2,1.03,18,1
"389","P0864",1,"17:31:28",3,-0.1,0.2,3.1,1.03,18,1
"390","P1626",2,"17:31:47",2.9,-0.2,0,2.7,1.03,18,1
"391","P0349",2,"17:31:39",3.2,-0.2,0.4,3.4,1.03,18,1
"392","P1626",3,"17:32:02",2.7,-0.5,0,2.2,1.03,18,1
"393","P0864",2,"17:31:55",3.1,-0.1,0,3,1.03,18,1
"394","P1592",1,"17:31:57",3,-0.8,0.8,3,0.59,31,8
"395","P1803",1,"17:31:59",3,-1,2,4,1.03,18,1
"396","P1626",4,"17:32:19",2.2,-0.2,0,2,1.03,18,1
"397","P0349",3,"17:32:08",3.4,-0.2,0.4,3.6,1.03,18,1
"398","P0864",3,"17:32:21",3,-0.2,0,2.8,1.03,18,1
"399","P1592",2,"17:32:23",3,-0.5,1,3.5,1.03,18,5
"400","P0864",4,"17:32:34",2.8,-0.2,0,2.6,1.03,18,1
"401","P0864",5,"17:32:49",2.6,-0.5,0,2.1,1.03,18,1
"402","P1592",3,"17:32:54",3.5,-0.5,1,4,1.03,18,5
"403","P0864",6,"17:33:00",2.1,-0.1,0.2,2.2,1.03,18,1
"404","P0864",7,"17:33:14",2.2,-0.1,0,2.1,1.03,18,1
"405","P0864",8,"17:33:26",2.1,-0.1,0.2,2.2,1.03,18,1
"406","P0864",9,"17:33:38",2.2,-0.2,0.4,2.4,1.03,18,1
"407","P0864",10,"17:33:54",2.4,-0.5,0,1.9,1.03,18,1
"408","P1788",1,"16:34:02",3,-0.2,0,2.8,1.03,18,1
"409","P0864",11,"17:34:10",1.9,-0.2,0,1.7,1.03,18,1
"410","P1788",2,"16:34:23",2.8,-0.2,0,2.6,2.03,12,1
"411","P0957",1,"17:34:24",3,-0.1,0.2,3.1,1.03,18,1
"412","P0864",12,"17:34:27",1.7,-1,2,2.7,1.03,18,1
"413","P1577",1,"17:34:30",3,-0.1,0,2.9,1.03,18,1
"414","P1788",3,"16:34:39",2.6,-0.2,0,2.4,2.03,12,1
"415","P0864",13,"17:34:47",2.7,-1,0,1.7,1.03,18,1
"416","P1577",2,"17:34:51",2.9,-0.2,0.4,3.1,1.03,18,1
"417","P0957",2,"17:34:55",3.1,-0.1,0,3,1.03,18,1
"418","P0864",14,"17:35:02",1.7,-0.5,1,2.2,1.03,18,1
"419","P1788",4,"16:35:05",2.4,-0.2,0,2.2,1.03,18,1
"420","P0957",3,"17:35:15",3,-0.1,0.2,3.1,1.03,18,1
"421","P1577",3,"17:35:15",3.1,-0.2,0,2.9,1.03,18,1
"422","P0864",15,"17:35:20",2.2,-1,2,3.2,1.03,18,1
"423","P1788",5,"16:35:34",2.2,-0.2,0.6,2.6,2.03,12,1
"424","P1577",4,"17:35:33",2.9,-0.2,0.6,3.3,2.03,12,1
"425","P0957",4,"17:35:44",3.1,-0.1,0.2,3.2,1.03,18,1
"426","P1788",6,"16:35:49",2.6,-0.2,0,2.4,2.03,12,1
"427","P1577",5,"17:35:58",3.3,-0.2,0,3.1,2.03,12,1
"428","P0957",5,"17:36:14",3.2,-0.1,0,3.1,1.03,18,1
"429","P1577",6,"17:36:21",3.1,-0.2,0,2.9,1.03,18,1
"430","P1788",7,"16:36:25",2.4,-0.2,0,2.2,2.03,12,1
"431","P1788",8,"16:36:40",2.2,-0.2,0.6,2.6,2.03,12,1
"432","P1577",7,"17:36:56",2.9,-0.3,0.2,2.8,0.88,26,2
"433","P1788",9,"16:37:07",2.6,-0.4,1.2,3.4,1.46,16,4
"434","P1788",10,"16:37:33",3.4,-0.4,0.6,3.6,1.09,19,4
"435","P1577",8,"17:37:34",2.8,-0.2,0,2.6,2.03,12,1
"436","P0957",6,"17:37:46",3.1,-0.1,0.2,3.2,1.03,18,1
"437","P1788",11,"16:37:54",3.6,-0.4,0,3.2,1.28,18,4
"438","P1577",9,"17:37:52",2.6,-0.3,0.9,3.2,2.03,12,2
"439","P0957",7,"17:38:10",3.2,-0.1,0.2,3.3,1.03,18,1
"440","P1788",12,"16:38:25",3.2,-0.4,0,2.8,1.46,16,4
"441","P0957",8,"17:38:27",3.3,-0.1,0.2,3.4,1.03,18,1
"442","P0957",9,"17:38:41",3.4,-0.1,0,3.3,1.03,18,1
"443","P1577",10,"17:38:38",3.2,-0.3,0.9,3.8,2.03,12,2
"444","P1788",13,"16:38:46",2.8,-0.4,0.6,3,1.09,19,4
"445","P1788",14,"16:39:07",3,-0.4,0.9,3.5,1.28,16,4
"446","P0864",16,"17:39:12",3.2,-1,0,2.2,1.03,18,1
"447","P0957",10,"17:39:16",3.3,-0.1,0.2,3.4,1.03,18,1
"448","P1577",11,"17:39:16",3.8,-0.3,0,3.5,2.03,12,2
"449","P1788",15,"16:39:30",3.5,-0.4,0.9,4,1.28,16,4
"450","P0957",11,"17:39:38",3.4,-0.1,0.2,3.5,1.03,18,1
"451","P1577",12,"17:39:36",3.5,-0.3,0,3.2,2.03,12,2
"452","P1788",16,"16:39:49",4,-0.4,0.9,4.5,1.28,16,4
"453","P1577",13,"17:39:53",3.2,-0.3,0,2.9,2.03,12,2
"454","P0864",17,"17:40:05",2.2,-1,2,3.2,1.03,18,1
"455","P1788",17,"16:40:09",4.5,-0.4,0.9,5,1.28,16,4
"456","P0864",18,"17:40:17",3.2,-0.5,0,2.7,1.03,18,1
"457","P0316",1,"17:40:17",3,-1,2,4,1.03,18,1
"458","P0864",19,"17:40:28",2.7,-0.5,0,2.2,1.03,18,1
"459","P0316",2,"17:40:34",4,-1,0,3,1.03,18,1
"460","P1577",14,"17:40:32",2.9,-0.3,0,2.6,1.03,18,2
"461","P0864",20,"17:40:40",2.2,-1,0,1.2,1.03,18,1
"462","P1577",15,"17:40:48",2.6,-0.3,0,2.3,1.03,18,2
"463","P1647",1,"17:40:55",3,-0.1,0,2.9,1.03,18,1
"464","P0316",3,"17:40:57",3,-0.1,0,2.9,1.03,18,1
"465","P0864",21,"17:41:04",1.2,-0.5,0,0.7,1.03,18,1
"466","P1577",16,"17:41:03",2.3,-0.3,0,2,1.03,18,2
"467","P1647",2,"17:41:06",2.9,-0.1,0,2.8,2.03,12,1
"468","P0564",1,"17:41:06",3,-0.2,0,2.8,1.03,18,1
"469","P0316",4,"17:41:09",2.9,-0.1,0.2,3,1.03,18,1
"470","P1788",18,"16:41:13",5,-0.4,0.9,5.5,1.28,16,4
"471","P0864",22,"17:41:17",0.7,-0.5,0,0.2,1.03,18,1
"472","P1577",17,"17:41:16",2,-0.1,0,1.9,1.03,18,1
"473","P0564",2,"17:41:19",2.8,-0.2,0,2.6,1.03,18,1
"474","P0957",12,"17:41:23",3.5,-0.1,0.2,3.6,1.03,18,1
"475","P1647",3,"17:41:24",2.8,-0.3,0.3,2.8,0.36,30,3
"476","P1256",1,"17:41:24",3,-0.5,1,3.5,1.03,18,1
"477","P0316",5,"17:41:24",3,-0.2,0.6,3.4,2.03,12,1
"478","P0864",23,"17:41:30",0.2,-0.2,0.4,0.4,1.03,18,1
"479","P0564",3,"17:41:31",2.6,-0.2,0.4,2.8,1.03,18,1
"480","P1788",19,"16:41:33",5.5,-0.4,0.9,6,1.28,16,4
"481","P0957",13,"17:41:38",3.6,-0.1,0,3.5,1.03,18,1
"482","P1577",18,"17:41:36",1.9,-0.2,0.4,2.1,1.03,18,1
"483","P0316",6,"17:41:39",3.4,-0.2,0.6,3.8,2.03,12,1
"484","P1647",4,"17:41:41",2.8,-0.2,0.3,2.9,0.78,24,2
"485","P0864",24,"17:41:43",0.4,-0.2,0.4,0.6,1.03,18,1
"486","P1256",2,"17:41:44",3.5,-0.5,0,3,1.03,18,1
"487","P0316",7,"17:41:50",3.8,-0.2,0.4,4,1.03,18,1
"488","P1647",5,"17:41:52",2.9,-0.2,0.2,2.9,0.58,26,2
"489","P0864",25,"17:41:56",0.6,-0.2,0.4,0.8,1.03,18,1
"490","P0564",4,"17:41:56",2.8,-0.4,0.4,2.8,0.47,28,2
"491","P1788",20,"16:42:00",6,-0.4,0.9,6.5,1.28,16,4
"492","P1256",3,"17:42:03",3,-0.2,0.2,3,0.58,26,2
"493","P0957",14,"17:42:04",3.5,-0.1,0,3.4,1.03,18,1
"494","P0864",26,"17:42:09",0.8,-0.5,1,1.3,1.03,18,1
"495","P1647",6,"17:42:09",2.9,-0.2,0.4,3.1,0.47,28,2
"496","P1577",19,"17:42:07",2.1,-0.3,0,1.8,2.03,12,2
"497","P0564",5,"17:42:18",2.8,-0.5,0,2.3,1.03,18,1
"498","P1788",21,"16:42:20",6.5,-0.4,0.9,7,1.28,16,4
"499","P1256",4,"17:42:19",3,-0.4,0.8,3.4,0.47,28,2
"500","P0864",27,"17:42:21",1.3,-0.5,0,0.8,1.03,18,1
"501","P0957",15,"17:42:25",3.4,-0.4,0.8,3.8,1.03,18,4
"502","P0564",6,"17:42:30",2.3,-0.5,1,2.8,1.03,18,1
"503","P0864",28,"17:42:33",0.8,-0.5,0,0.3,1.03,18,1
"504","P1256",5,"17:42:38",3.4,-0.4,0.8,3.8,0.58,26,2
"505","P1788",22,"16:42:42",7,-0.4,0.9,7.5,1.28,16,4
"506","P0957",16,"17:42:41",3.8,-0.1,0,3.7,1.03,18,1
"507","P1593",1,"17:42:44",3,-0.5,0,2.5,6.23,5,5
"508","P0864",29,"17:42:47",0.3,-0.2,0.4,0.5,1.03,18,1
"509","P1256",6,"17:42:51",3.8,-0.2,0,3.6,1.03,18,1
"510","P0564",7,"17:42:56",2.8,-0.5,1,3.3,1.03,18,1
"511","P1577",20,"17:42:53",1.8,-0.2,0,1.6,2.03,12,1
"512","P0957",17,"17:42:59",3.7,-0.2,0.4,3.9,1.03,18,2
"513","P0864",30,"17:43:07",0.5,-0.2,0.4,0.7,1.03,18,1
"514","P1577",21,"17:43:08",1.6,-0.2,0.6,2,2.03,12,1
"515","P0957",18,"17:43:13",3.9,-0.1,0,3.8,1.03,18,1
"516","P1153",1,"17:43:15",3,-0.4,0,2.6,0.78,24,2
"517","P0177",1,"17:43:16",3,-1,2,4,1.03,18,1
"518","P1256",7,"17:43:17",3.6,-0.1,0.3,3.8,2.03,12,1
"519","P0564",8,"17:43:18",3.3,-0.2,0,3.1,1.03,18,1
"520","P1788",23,"16:43:24",7.5,-0.4,0,7.1,1.28,16,4
"521","P1577",22,"17:43:24",2,-0.3,0,1.7,2.03,12,2
"522","P1153",2,"17:43:28",2.6,-0.5,1,3.1,1.03,18,1
"523","P0864",31,"17:43:29",0.7,-0.2,0,0.5,1.03,18,1
"524","P0564",9,"17:43:30",3.1,-0.5,1,3.6,1.03,18,1
"525","P0957",19,"17:43:35",3.8,-0.2,0.4,4,1.03,18,2
"526","P1153",3,"17:43:39",3.1,-0.5,0,2.6,1.03,18,1
"527","P1256",8,"17:43:41",3.8,-0.2,0.4,4,1.03,18,1
"528","P1577",23,"17:43:41",1.7,-0.3,0,1.4,1.03,18,2
"529","P1788",24,"16:43:46",7.1,-0.4,0.9,7.6,1.28,16,4
"530","P1153",4,"17:43:54",2.6,-0.7,1,2.9,2.99,19,2
"531","P0957",20,"17:43:56",4,-0.1,0.2,4.1,1.03,18,1
"532","P1577",24,"17:43:56",1.4,-0.3,0.6,1.7,1.03,18,2
"533","P0864",32,"17:44:02",0.5,-0.5,1,1,1.03,18,1
"534","P1788",25,"16:44:09",7.6,-0.4,0.9,8.1,1.28,16,4
"535","P1153",5,"17:44:09",2.9,-0.6,0.8,3.1,0.14,36,3
"536","P0957",21,"17:44:10",4.1,-0.1,0.2,4.2,1.03,18,1
"537","P0864",33,"17:44:16",1,-0.2,0,0.8,1.03,18,1
"538","P1577",25,"17:44:12",1.7,-0.3,0,1.4,2.03,12,2
"539","P1788",26,"16:44:28",8.1,-0.4,0.9,8.6,1.28,16,4
"540","P1577",26,"17:44:28",1.4,-0.2,0.6,1.8,2.03,12,1
"541","P1153",6,"17:44:32",3.1,-0.4,0.6,3.3,8.78,13,2
"542","P0957",22,"17:44:32",4.2,-0.1,0,4.1,1.03,18,1
"543","P1153",7,"17:44:43",3.3,-0.4,0.4,3.3,0.78,24,2
"544","P0957",23,"17:44:45",4.1,-0.2,0,3.9,1.03,18,2
"545","P1788",27,"16:44:48",8.6,-0.4,0.9,9.1,1.28,16,4
"546","P1577",27,"17:44:46",1.8,-0.2,0,1.6,2.03,12,1
"547","P0864",34,"17:44:53",0.8,-0.2,0,0.6,1.03,18,1
"548","P1577",28,"17:44:58",1.6,-0.2,0,1.4,2.03,12,1
"549","P0957",24,"17:45:06",3.9,-0.4,0,3.5,1.03,18,4
"550","P1788",28,"16:45:09",9.1,-0.4,0,8.7,1.28,16,4
"551","P1153",8,"17:45:10",3.3,-0.5,1,3.8,1.03,18,1
