"pptid","Condition","Match","Bet.Category","Subcategory","Bet.Description","Stake","Potential.Payout"
"F.1204","Treatment","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",1,4.33
"F.1148","Treatment","Chelsea vs Southampton","Correct Score","Home","3--1",0.3,3.3
"F.1148","Treatment","Leeds vs Wolves","Correct Score","Home","2--1",0.3,2.85
"F.1148","Treatment","West Brom vs Burnley","90 Minutes","Draw","Draw",0.2,0.66
"F.1148","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",0.1,0.39
"F.1148","Treatment","Everton vs Liverpool","Correct Score","Away","2--3",0.2,3.8
"F.1148","Treatment","Newcastle vs Man Utd","Correct Score","Away","1--2",0.2,1.6
"F.1148","Treatment","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",0.4,1.08
"F.1148","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.3,0.47
"F.1148","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",0.2,0.36
"F.1148","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",0.3,0.63
"F.1148","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.5,0.75
"F.1023","Treatment","Man City vs Arsenal","First Goalscorer","Home","Kevin De Bruyne",1,5.5
"F.1023","Treatment","Man City vs Arsenal","Correct Score","Away","1--3",1.5,69
"F.1023","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",0.5,1.95
"F.0436","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",0.5,0.9
"F.0436","Control","Newcastle vs Man Utd","Correct Score","Away","0--1",0.2,1.4
"F.0436","Control","Sheffield Utd vs Fulham","Correct Score","Home","1--0",0.2,1.2
"F.0436","Control","Leeds vs Wolves","Correct Score","Home","2--1",0.2,1.9
"F.0436","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.45,0.71
"F.0436","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.3,0.45
"F.1082","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",1,5
"F.1082","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.1082","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.0039","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0039","Control","Crystal Palace vs Brighton","Correct Score","Draw","0--0",0.5,3.75
"F.0039","Control","Tottenham vs West Ham","First Goalscorer","Home","Son Heung-min",0.5,2.5
"F.0039","Control","Man City vs Arsenal","90 Minutes","Draw","Draw",0.2,1
"F.0039","Control","Chelsea vs Southampton","90 Minutes","Away","Southampton",0.55,3.58
"F.0039","Control","Everton vs Liverpool","90 Minutes","Home","Everton",0.25,0.98
"F.0290","Control","Man City vs Arsenal","Correct Score","Home","2--0",1,8.5
"F.0290","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",2,3
"F.0602","Control","Everton vs Liverpool","Correct Score","Away","0--3",3,45
"F.0529","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",3,4.71
"F.0087","Control","Crystal Palace vs Brighton","90 Minutes","Draw","Draw",3,9.6
"F.1160","Treatment","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",3,5
"F.0810","Treatment","Tottenham vs West Ham","Correct Score","Home","3--1",0.5,6
"F.0810","Treatment","Sheffield Utd vs Fulham","Correct Score","Home","2--0",0.5,4.25
"F.0810","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0810","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0045","Control","Everton vs Liverpool","Correct Score","Away","1--2",3,24
"F.0057","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.1134","Control","Man City vs Arsenal","Correct Score","Draw","2--2",1,15
"F.1134","Control","Man City vs Arsenal","Correct Score","Home","2--0",1,8.5
"F.1134","Control","Man City vs Arsenal","Correct Score","Home","2--1",1,8
"F.1115","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.1115","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0061","Control","Man City vs Arsenal","Correct Score","Home","2--1",3,24
"F.0065","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0569","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",3,5
"F.0350","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0593","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",3,5.4
"F.0477","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",2,3
"F.0567","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.5,0.79
"F.1246","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0049","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1.5,2.5
"F.0049","Control","Everton vs Liverpool","90 Minutes","Draw","Draw",0.5,1.95
"F.0049","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0542","Control","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0788","Control","Sheffield Utd vs Fulham","First Goalscorer","Home","John Fleck",1,7.5
"F.0788","Control","Sheffield Utd vs Fulham","Correct Score","Away","0--1",1,9
"F.0788","Control","Sheffield Utd vs Fulham","Correct Score","Home","2--1",1,9
"F.0768","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.1191","Treatment","Leeds vs Wolves","Correct Score","Draw","2--2",0.5,7.5
"F.1191","Treatment","Everton vs Liverpool","First Goalscorer","Home","James Rodriguez",0.5,5
"F.0451","Control","Leicester vs Aston Villa","Correct Score","Draw","1--1",1,6.5
"F.0451","Control","Leeds vs Wolves","Correct Score","Home","3--1",1,21
"F.1172","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0598","Treatment","Tottenham vs West Ham","First Goalscorer","Home","Harry Kane",3,11.4
"F.0702","Control","Tottenham vs West Ham","90 Minutes","Away","West Ham",3,17.4
"F.0237","Treatment","Leicester vs Aston Villa","First Goalscorer","Away","Jack Grealish",0.1,1
"F.0237","Treatment","Leeds vs Wolves","First Goalscorer","Home","Mateusz Klich",0.1,1
"F.0237","Treatment","Newcastle vs Man Utd","First Goalscorer","Home","Allan Saint-Maximin",0.1,1.3
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","5--2",0.1,7.1
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","4--2",0.1,4.1
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","5--1",0.1,4.6
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","5--0",0.1,4.6
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","4--1",0.1,2.3
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","4--0",0.1,2.3
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","3--2",0.1,2.3
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","3--1",0.1,1.2
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","3--0",0.1,1.2
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","2--1",0.1,0.8
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","2--0",0.1,0.75
"F.0237","Treatment","Tottenham vs West Ham","Correct Score","Home","1--0",0.1,0.75
"F.0237","Treatment","Everton vs Liverpool","First Goalscorer","Home","James Rodriguez",0.25,2.5
"F.0237","Treatment","Everton vs Liverpool","First Goalscorer","Away","Virgil van Dijk",0.25,3.75
"F.1210","Control","Chelsea vs Southampton","Correct Score","Home","3--0",3,33
"F.1262","Control","Chelsea vs Southampton","First Goalscorer","Home","Jorginho",2,22
"F.1262","Control","Chelsea vs Southampton","First Goalscorer","Home","Thiago Silva",1,34
"F.0762","Treatment","Tottenham vs West Ham","Correct Score","Away","1--2",1,17
"F.0762","Treatment","Newcastle vs Man Utd","Correct Score","Away","0--2",1,7.5
"F.0762","Treatment","Everton vs Liverpool","Correct Score","Away","1--2",1,8
"F.1015","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",3,22.5
"F.1133","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.1133","Treatment","Everton vs Liverpool","First Goalscorer","Away","Mohamed Salah",1,4.2
"F.1133","Treatment","Man City vs Arsenal","90 Minutes","Home","Man City",1,1.4
"F.0120","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1.5,2.5
"F.0120","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",0.5,2.5
"F.0120","Control","Leeds vs Wolves","Correct Score","Away","0--1",0.5,4
"F.0120","Control","Leeds vs Wolves","Correct Score","Home","1--0",0.5,3.5
"F.0369","Treatment","Newcastle vs Man Utd","Correct Score","Away","0--3",0.3,3.6
"F.0369","Treatment","Everton vs Liverpool","First Goalscorer","Away","Virgil van Dijk",0.2,3
"F.0369","Treatment","Everton vs Liverpool","Correct Score","Away","0--2",0.5,5
"F.1040","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0918","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0174","Treatment","Tottenham vs West Ham","Correct Score","Home","2--1",3,24
"F.0498","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",3,4.71
"F.1299","Control","Newcastle vs Man Utd","Correct Score","Draw","0--0",0.5,6
"F.1299","Control","Man City vs Arsenal","Correct Score","Home","1--0",0.5,5
"F.0505","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",3,5.4
"F.0402","Control","Newcastle vs Man Utd","90 Minutes","Draw","Draw",0.25,1
"F.0402","Control","Leicester vs Aston Villa","90 Minutes","Draw","Draw",0.25,0.95
"F.0402","Control","Everton vs Liverpool","90 Minutes","Home","Everton",0.5,1.95
"F.0029","Control","Leeds vs Wolves","Correct Score","Draw","2--2",1,15
"F.0029","Control","Sheffield Utd vs Fulham","Correct Score","Home","2--1",1,9
"F.0029","Control","Chelsea vs Southampton","Correct Score","Home","3--1",1,11
"F.1017","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",3,7.8
"F.1232","Treatment","West Brom vs Burnley","90 Minutes","Home","West Brom",1,2.5
"F.0379","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",2,3.14
"F.0379","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1050","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1,1.67
"F.1050","Control","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",1,2.7
"F.1050","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0465","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",2,3.7
"F.0465","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0982","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0555","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",2,3.33
"F.0555","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0831","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",2,3
"F.0831","Control","Tottenham vs West Ham","First Goalscorer","Home","Harry Kane",1,3.8
"F.0858","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",3,4.71
"F.0580","Control","Newcastle vs Man Utd","Correct Score","Away","1--2",0.1,0.8
"F.0580","Control","Newcastle vs Man Utd","Correct Score","Draw","2--2",0.1,1.5
"F.0580","Control","Newcastle vs Man Utd","Correct Score","Home","2--1",0.1,1.5
"F.0580","Control","Newcastle vs Man Utd","Correct Score","Away","2--3",0.1,2.3
"F.0580","Control","Newcastle vs Man Utd","First Goalscorer","Draw","No Goalscorer",0.1,1.1
"F.0580","Control","Newcastle vs Man Utd","Correct Score","Away","1--3",0.1,1.2
"F.0580","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",0.6,3
"F.0580","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1.8,3
"F.0329","Control","Newcastle vs Man Utd","90 Minutes","Draw","Draw",1.5,6
"F.0979","Control","Chelsea vs Southampton","Correct Score","Home","2--0",0.5,4
"F.0979","Control","Everton vs Liverpool","Correct Score","Draw","1--1",0.5,3.5
"F.0742","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1,2.1
"F.0931","Treatment","Tottenham vs West Ham","First Goalscorer","Home","Son Heung-min",1,5
"F.0931","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0059","Treatment","Tottenham vs West Ham","Correct Score","Draw","1--1",0.1,0.7
"F.0059","Treatment","Tottenham vs West Ham","Correct Score","Away","1--2",0.2,3.4
"F.0059","Treatment","Tottenham vs West Ham","Correct Score","Away","0--1",0.2,3
"F.0059","Treatment","Tottenham vs West Ham","Correct Score","Home","2--0",0.3,2.25
"F.0059","Treatment","Tottenham vs West Ham","Correct Score","Home","3--0",0.3,3.6
"F.0059","Treatment","Man City vs Arsenal","Correct Score","Away","1--2",0.1,1.9
"F.0059","Treatment","Man City vs Arsenal","Correct Score","Home","2--1",0.3,2.4
"F.0059","Treatment","Man City vs Arsenal","Correct Score","Home","3--2",0.2,3.8
"F.0059","Treatment","Leicester vs Aston Villa","Correct Score","Home","2--0",0.4,3.8
"F.0059","Treatment","Chelsea vs Southampton","Correct Score","Home","2--1",0.3,2.25
"F.0059","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.3,0.45
"F.0059","Treatment","Everton vs Liverpool","90 Minutes","Draw","Draw",0.3,1.17
"F.0661","Control","Leicester vs Aston Villa","Correct Score","Draw","1--1",0.1,0.65
"F.0661","Control","Leicester vs Aston Villa","Correct Score","Away","0--1",0.1,1.5
"F.0661","Control","Leicester vs Aston Villa","Correct Score","Home","1--0",0.1,0.9
"F.0661","Control","Leicester vs Aston Villa","Correct Score","Draw","0--0",0.1,1.5
"F.0220","Control","Chelsea vs Southampton","Correct Score","Home","4--2",1,34
"F.0220","Control","Chelsea vs Southampton","Correct Score","Home","2--0",1,8
"F.0220","Control","Chelsea vs Southampton","Correct Score","Home","3--1",1,11
"F.0147","Control","Everton vs Liverpool","Correct Score","Away","1--2",1,8
"F.0147","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0231","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",1.5,11.25
"F.0452","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",3,15
"F.0463","Treatment","Everton vs Liverpool","Correct Score","Draw","1--1",3,21
"F.0105","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.1071","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.5,0.93
"F.1274","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1,1.67
"F.1274","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1274","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0535","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",2,10
"F.0397","Treatment","Man City vs Arsenal","90 Minutes","Draw","Draw",0.2,1
"F.0397","Treatment","Newcastle vs Man Utd","90 Minutes","Draw","Draw",0.2,0.8
"F.0397","Treatment","Leicester vs Aston Villa","Correct Score","Home","1--0",0.2,1.8
"F.0397","Treatment","Chelsea vs Southampton","Correct Score","Home","2--0",0.2,1.6
"F.0397","Treatment","Everton vs Liverpool","Correct Score","Draw","2--2",0.2,2.2
"F.0991","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0188","Control","West Brom vs Burnley","Correct Score","Draw","1--1",0.5,2.75
"F.0188","Control","Sheffield Utd vs Fulham","Correct Score","Draw","0--0",0.5,3.75
"F.0188","Control","Newcastle vs Man Utd","Correct Score","Away","0--2",0.5,3.75
"F.0188","Control","Chelsea vs Southampton","Correct Score","Home","2--1",0.5,3.75
"F.0188","Control","Everton vs Liverpool","Correct Score","Away","0--2",0.5,5
"F.0188","Control","Leicester vs Aston Villa","Correct Score","Home","2--0",0.5,4.75
"F.1102","Treatment","Leeds vs Wolves","First Goalscorer","Home","Liam Cooper",1,41
"F.1102","Treatment","Leeds vs Wolves","First Goalscorer","Home","Luke Ayling",1,34
"F.1102","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.1230","Treatment","Man City vs Arsenal","Correct Score","Away","1--2",3,57
"F.1100","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.1103","Control","Everton vs Liverpool","Correct Score","Home","3--2",3,78
"F.0914","Treatment","Everton vs Liverpool","Correct Score","Home","3--2",0.5,13
"F.0078","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0078","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.0078","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1,2.1
"F.1028","Treatment","Everton vs Liverpool","Correct Score","Away","0--2",1,10
"F.0098","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1,2.1
"F.0098","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0098","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.0168","Treatment","Everton vs Liverpool","Correct Score","Away","0--2",3,30
"F.1183","Control","Man City vs Arsenal","First Goalscorer","Home","Kevin De Bruyne",0.1,0.55
"F.1183","Control","Man City vs Arsenal","Correct Score","Home","3--0",0.15,1.5
"F.1183","Control","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",0.5,1.05
"F.0717","Control","Everton vs Liverpool","First Goalscorer","Home","Michael Keane",3,102
"F.0159","Treatment","Everton vs Liverpool","Correct Score","Away","1--3",1,12
"F.0159","Treatment","Man City vs Arsenal","Correct Score","Away","1--3",2,92
"F.0499","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",1,3.9
"F.0499","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",2,3.14
"F.0410","Treatment","Newcastle vs Man Utd","Correct Score","Draw","3--3",0.5,25.5
"F.0410","Treatment","Newcastle vs Man Utd","Correct Score","Home","3--2",0.5,20.5
"F.0410","Treatment","Crystal Palace vs Brighton","Correct Score","Draw","3--3",0.5,30.5
"F.0410","Treatment","Crystal Palace vs Brighton","Correct Score","Away","2--3",0.5,18
"F.0410","Treatment","Tottenham vs West Ham","Correct Score","Away","0--2",0.5,14.5
"F.0410","Treatment","Everton vs Liverpool","Correct Score","Draw","2--2",0.5,5.5
"F.1149","Treatment","Sheffield Utd vs Fulham","Correct Score","Home","2--0",1,8.5
"F.1149","Treatment","Sheffield Utd vs Fulham","Correct Score","Home","2--1",1,9
"F.1149","Treatment","Sheffield Utd vs Fulham","Correct Score","Home","3--0",1,17
"F.1318","Treatment","Man City vs Arsenal","90 Minutes","Away","Arsenal",1,7.5
"F.1318","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",1,3.9
"F.1318","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0230","Treatment","Leicester vs Aston Villa","Correct Score","Home","2--1",1,8
"F.0130","Treatment","West Brom vs Burnley","90 Minutes","Home","West Brom",0.2,0.5
"F.0130","Treatment","Sheffield Utd vs Fulham","90 Minutes","Away","Fulham",0.2,0.75
"F.0130","Treatment","Everton vs Liverpool","Correct Score","Away","0--2",0.1,1
"F.0130","Treatment","Leeds vs Wolves","90 Minutes","Away","Wolves",0.3,0.86
"F.0130","Treatment","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",0.2,0.87
"F.0130","Treatment","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",0.3,0.81
"F.0130","Treatment","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",0.5,0.83
"F.0130","Treatment","Man City vs Arsenal","90 Minutes","Draw","Draw",0.2,1
"F.0130","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.5,0.93
"F.0130","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.5,0.75
"F.0608","Control","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",0.5,1.35
"F.0608","Control","Tottenham vs West Ham","90 Minutes","Draw","Draw",0.5,2.1
"F.0608","Control","Everton vs Liverpool","First Goalscorer","Home","Dominic Calvert-Lewin",0.5,2.75
"F.0258","Treatment","Everton vs Liverpool","90 Minutes","Draw","Draw",1.5,5.85
"F.0258","Treatment","Man City vs Arsenal","Correct Score","Draw","1--1",1.5,14.25
"F.0338","Control","Everton vs Liverpool","90 Minutes","Home","Everton",1,3.9
"F.0338","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",1,5
"F.0338","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",1,7.5
"F.0752","Treatment","Chelsea vs Southampton","90 Minutes","Away","Southampton",3,19.5
"F.1117","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1.5,2.25
"F.1169","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",3,15
"F.0304","Treatment","Newcastle vs Man Utd","Correct Score","Away","0--2",1,7.5
"F.0906","Control","Leeds vs Wolves","Correct Score","Home","2--1",3,28.5
"F.0091","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1,1.67
"F.0091","Control","Newcastle vs Man Utd","Correct Score","Away","1--2",1,8
"F.0091","Control","Newcastle vs Man Utd","Correct Score","Draw","1--1",1,6.5
"F.0399","Treatment","Man City vs Arsenal","Correct Score","Home","3--2",1,19
"F.1159","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",3,7.8
"F.0293","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0279","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.0186","Treatment","Newcastle vs Man Utd","Correct Score","Home","2--1",3,45
"F.0739","Control","Tottenham vs West Ham","90 Minutes","Away","West Ham",3,17.4
"F.0222","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0621","Treatment","Tottenham vs West Ham","Correct Score","Home","2--1",1,8
"F.1081","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1081","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1,1.67
"F.0650","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.5,0.75
"F.0746","Treatment","Leeds vs Wolves","90 Minutes","Away","Wolves",3,8.63
"F.0509","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0509","Treatment","Leicester vs Aston Villa","90 Minutes","Draw","Draw",1,3.8
"F.0509","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0711","Control","Everton vs Liverpool","Correct Score","Away","2--3",1,19
"F.0711","Control","Crystal Palace vs Brighton","Correct Score","Home","4--1",1,51
"F.0711","Control","Crystal Palace vs Brighton","Correct Score","Draw","1--1",1,5.5
"F.0340","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.1098","Treatment","Tottenham vs West Ham","90 Minutes","Away","West Ham",3,17.4
"F.0545","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0500","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0500","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1,2.1
"F.0500","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1275","Treatment","Tottenham vs West Ham","Correct Score","Draw","2--2",1,15
"F.1275","Treatment","West Brom vs Burnley","Correct Score","Draw","1--1",1,5.5
"F.1275","Treatment","Sheffield Utd vs Fulham","Correct Score","Home","1--0",1,6
"F.1221","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.1221","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1221","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0944","Treatment","Tottenham vs West Ham","Correct Score","Home","2--0",1,7.5
"F.0944","Treatment","Man City vs Arsenal","Correct Score","Home","2--1",1,8
"F.0944","Treatment","Chelsea vs Southampton","Correct Score","Home","2--1",1,7.5
"F.0181","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0832","Control","Man City vs Arsenal","Correct Score","Home","3--2",1.5,28.5
"F.1093","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1,2.1
"F.1093","Treatment","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1,1.67
"F.1181","Treatment","Everton vs Liverpool","90 Minutes","Draw","Draw",3,11.7
"F.0548","Control","Tottenham vs West Ham","Correct Score","Home","3--1",1,12
"F.0548","Control","Everton vs Liverpool","90 Minutes","Draw","Draw",1,3.9
"F.0315","Treatment","Leeds vs Wolves","90 Minutes","Away","Wolves",1,2.88
"F.0315","Treatment","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",2,10
"F.0670","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",3,7.8
"F.1136","Control","Chelsea vs Southampton","Correct Score","Home","3--1",1,11
"F.1136","Control","Newcastle vs Man Utd","Correct Score","Draw","2--2",1,15
"F.1136","Control","Tottenham vs West Ham","Correct Score","Home","3--1",1,12
"F.0312","Treatment","Leeds vs Wolves","Correct Score","Home","2--0",3,36
"F.0899","Treatment","Tottenham vs West Ham","Correct Score","Home","4--0",0.5,11.5
"F.0899","Treatment","Man City vs Arsenal","90 Minutes","Draw","Draw",1,5
"F.0899","Treatment","Man City vs Arsenal","90 Minutes","Away","Arsenal",0.5,3.75
"F.0899","Treatment","Leicester vs Aston Villa","Correct Score","Home","3--2",0.5,9.5
"F.0899","Treatment","Everton vs Liverpool","90 Minutes","Draw","Draw",0.5,1.95
"F.0610","Treatment","Leicester vs Aston Villa","Correct Score","Home","2--0",1,9.5
"F.0610","Treatment","Leeds vs Wolves","Correct Score","Home","1--0",1,7
"F.0610","Treatment","West Brom vs Burnley","Correct Score","Home","2--0",1,11
"F.0582","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0828","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",3,5.4
"F.0891","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",3,5.4
"F.0460","Control","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",3,6.3
"F.0926","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.0384","Control","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0153","Control","Man City vs Arsenal","90 Minutes","Draw","Draw",0.75,3.75
"F.0153","Control","Chelsea vs Southampton","First Goalscorer","Home","Christian Pulisic",0.5,2.5
"F.0153","Control","Chelsea vs Southampton","Correct Score","Home","2--0",1,8
"F.0153","Control","Everton vs Liverpool","First Goalscorer","Away","Sadio Mane",0.25,1.25
"F.0153","Control","Everton vs Liverpool","Correct Score","Away","1--2",0.5,4
"F.1296","Control","Newcastle vs Man Utd","Correct Score","Draw","0--0",3,36
"F.1301","Treatment","Everton vs Liverpool","First Goalscorer","Away","Sadio Mane",1,5
"F.1301","Treatment","Everton vs Liverpool","Correct Score","Away","1--2",2,16
"F.0447","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0447","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
